InitialTerm,Sentiment,Anger,Disgust,Fear,Happiness,Sadness,Surprise
############################################################
# This lexicon was compiled from lexicons by D.Spiliotopoulos et al., and A. Tsakalidis et al., with additions by P. Pratikakis.
# Words are not stemmed, this is meant to be used with a stemmer or POS tagger that can look up the base form.
# This works well with the "twAwler" crawler/feature extractor, and with the "el-wiktionary-parser" POS-tagger.
# Redundant entries have been commented out, and sentiment opinions have been averaged, when listed individually in each source lexicon.
############################################################
πλασματικός,-1,1,2,1,1,1,3
πλαστογραφία,-3,3,3,4,1,4,1
πλαστός,-2,3,2,3,1,3,1
πλεονέκτημα,3,1,1,1,5,1,1
πλευρίζω,-2,2,1,2,1,2,1
πλευρονήκτης,-2,2,1,2,1,2,1
πληγή,-2,3,2,3,1,4,1
πληθωρισμός,-2,2,1,3,1,3,1
πλημμυρίζω,1,2.5,1.5,2.5,3,2,3
πλοκ,-2,1,2,1,3,3,3
πλούσια,1,1,1,1,2,1,1
πλούτος,1,1,1,1,3,1,1
πνίγομαι,-3,3,2,4,1,3,1
πνίγονται,-2,3,2,4,1,3,1
πνίγω,-3,3.333333333,2.666666667,1.333333333,1,2,2
ποίηση,1,1,1,1,3,1,3
ποδοβολητό,-2,3,2,4,1,3,1
ποδοπατούν,-2,3,2,4,1,3,1
ποδοσφαιροποίηση,-3,2.333333333,2.666666667,1,1,1,2
ποθώ,4,1,1,1,3.5,1,2.25
ποινικής,-2,2,1,2,1,2,1
ποιόν,-1,2,3,1,2,1,2
ποιότητα,1,1.5,1.5,1,2.5,1,3
πολεμικός,-1,4,3,4,1,4,1
πολεμιστής,-2,2,1,3,1,3,1
πολεμοχαρής,-2,2,1,3,1,3,1
πολεμώ,-1,4,3,4,1,4,1
πολιορκία,-2,2,1,3,1,3,1
πολιορκώ,-2,2,1,3,1,3,1
πολιτικάντης,-4,2.25,3,1,1,1,1.25
πολιτικάντικος,-4,2.25,3,1,1,1,1.25
πολιτικαντισμός,-4,2.25,3,1,1,1,1.25
πολυφωνία,1,1,1,1,4,1,1
πολύξερος,-2,2.333333333,3,1,1,1,2.666666667
πολύτιμος,3,1,1,1,4,1,1
πομπώδης,-2,3,2,3,1,2,1
πονάω,-4,1.25,1.75,2,1,2.75,2.25
πονηρός,-2,3,2,3,1,3,1
πονοκέφαλος,-2,3,2,4,1,4,1
πονοκεφαλιάζω,-4,1.25,2.75,1,1,1.75,2.5
ποντικοκούραδο,-3,3,4.333333333,1,1,1,3
πονώ,-2,3,2,4,1,4,1
ποπ αρτ,1,0,0,0,0,0,0
πορνογραφία,-3,2,3,1,1,1,2.333333333
που,1,0,0,0,0,0,0
πουλημένος,-4,5,5,5,0,4,1
πουσταράς,-4,4,4.5,1,1,1,2.5
πουσταριό,-4,4,4.5,1,1,1,2.25
πουστο-,-4,4,4.5,1,1,1,2.5
πουστροκάναλα,-4,5,5,4,0,4,1
πουτάνα,-4,5,5,4,0,4,1
πουτσαράς,-2,3.25,3.5,1,1.5,1,2.5
πούστης,-4,5,5,4,0,4,1
πούτσα,-4,5,5,4,0,4,1
πούτσος,-4,5,5,4,0,4,1
πράος,-2,1,1,1,3,1,1
πρέζα,-2,3,2,3,1,3,1
πραγματικά,2,1,1,1,2,1,1
πραγματικότητα,1,0,0,0,0,0,0
πραγματισμός,1,1,1.5,1,2,1,3
πραγματιστής,1,1,2,1,2,1,3.5
πραιτοριανός,-2,2,3.5,1,1,1,2
πρακτορείο,-1,2,2,1,1,1,2
πρακτορεύω,-2,1.5,3,1,1,1,2
πρακτόρευση,-2,1.5,3,1,1,1,2
πραξικόπημα,-4,4,4,5,1,4,1
πρεμούρα,-1,2,2,3,1,3,1
προ-,1,1,2,1,2,1,2
προέλευση,1,1,1.5,1,2.5,1,3.5
προαίρεση,2,1,1,1,2.333333333,1,2.333333333
προαίσθημα,-2,1,1,2,1,1,1
προαίσθηση,-1,1,1,2.333333333,2,1.333333333,3
προαισθάνομαι,-1,1,1,2.333333333,2,1.333333333,2.333333333
προβάδισμα,2,1,1,1,5,1,1
προβλέπω,1,1,1,2,3.5,1.5,4
προβοκάτσια,-2,3,3,3,1,3,1
προβολή,1,1,1,1,3,1,3
προδίνω,-4,4,5,4,1,4,1
προδοσία,-3,4,4,4,0,4,1
προδότης,-4,4,5,4,1,4,1
προεξοφλώ,-1,3,2,3,1,2,1
προεπιλογή,-2,1,1,1,1,1,1
προκαλούν,-2,2,1,2,1,2,1
προκλητικός,-2,2,1,2,1,2,1
προκομμένος,2,1,1.333333333,1,3.333333333,1,3
προκοπή,2,1.666666667,1.333333333,1,3,1,3
προκόβω,1,1.666666667,1.666666667,1,2.666666667,1,3
προμάντεμα,-1,1,1,2,2,1.5,2.5
προμήνυμα,-1,1,1,2,2,1.5,3
προμαντεύω,-1,1,1,2,2,1.5,2.5
προπαγάνδα,-2,3,3,4,0,3,1
προπαγανδίζω,-4,4,3,4,1,4,2
προσέλκυση,2,1,1,1,2,1,1
προσήλυτος,-2,1.5,2.5,1,1,1,2.5
προσβάλλω,-3,3,2,3,1,3,1
προσβολή,-3,3,2,3,1,3,1
προσδιορίζομαι,1,1,1,1,1,1,1
προσεκτικός,-2,1,1,1,3,1,1
προσευχή,1,1,1,2,3,1.5,2.5
προσκαλώ,1,1,1,1,3,1,1
προσκυνώ,1,1.666666667,2,1,2,1,2.333333333
προσκύνημα,-1,2,3,1,1.5,1.5,2.5
προσοχή,-2,1,1,1,2,1,1
προσπάθεια,1,1,1,1,4,1,1
προσπαθώ,1,1,1,1,4,1,4
προσποίηση,-2,3,2,3,1,3,1
προσποιητός,-3,1.666666667,2.666666667,1,1,1,2.333333333
προσποιούμαι,-2,3,2,3,1,3,1
προστάτης,1,1,1.333333333,1.333333333,3,1,2.333333333
προστάτιδα,1,1,1.333333333,1.333333333,3,1,2.333333333
προστάτις,1,1,1.333333333,1.333333333,3,1,2.333333333
προστάτρια,1,1,1.333333333,1.333333333,3,1,2.333333333
προστασία,1,1,1,1,5,1,1
προστατεύω,3,1,1,1,3,1,2.333333333
προσυμφωνώ,-2,2.5,2,1,1,1,3
προσφέρω,2,1,1,1,4,1,2.5
προσφορών,3,1,1,1,3,1,1
προσωπίδα,-2,3,3,2,1,1,3.5
προσωπείο,-2,3,3,2,1,1,3.5
προσωρινά,-2,2,1,2,1,2,1
προτείνω,2,1,1,1,3,1,1
προτιμώ,2,1,1,1,4,1,1
προφέσορας,-3,2,2.666666667,1,1,1,2.333333333
προφήτης,-2,3,3,1,1,1,3
προφήτισσα,-2,3,3,1,1,1,3
πρωκτικός,-4,5,5,5,0,5,1
πρωτάκι,-1,1,1.666666667,1,2.333333333,1,3
πρωτοπαλίκαρο,2,1,1.333333333,1,2.666666667,1,2.666666667
πρωτόγνωρος,2,1,1,1,2.666666667,1,3.666666667
πρόβατα,-3,4,4,3,1,4,1
πρόβλεψη,1,1,1,2,3.5,1.5,3.5
πρόβλημα,-2,3,2,4,1,4,1
πρόθυμος,2,1,1,1,5,1,1
πρόκληση,-2,2,1,2,1,2,1
πρόσληψη,2,1,1,1,4,1,1
πρόσοψη,-1,2,2,1,1,1,2
πρόστιμο,3,3,2,3,1,3,1
πρόστυχος,-2,4,4,3,0,3,1
πρόσφυγας,-2,2,2,3,1,4,1
πρόσχημα,-2,3,2,3,1,3,1
πρόταση,2,1,1,1,3,1,1
πρόχειρος,-3,1.333333333,1.666666667,1,1,1,2
πρόωρες,-1,2,2,3,1,3,2
πρόωρος,-2,2,1,2,1,2,1
πρύμνη,-2,1,1,1,1,1,1
πρώην,-1,3,4,1,1,1,3
πτυχάς,-2,1,1,1,1,1,1
πτώση,-2,2,1,3,1,3,1
πτώχευση,-3,4,3,0,0,5,1
πυρά,2,1,1,1,3.5,1,4
πυργοδέσποινα,-3,1.333333333,2.333333333,1,1,1,1.666666667
πυργοδεσπότης,-3,1.333333333,2.333333333,1,1,1,1.666666667
πυρετός,-2,3,2,3,1,3,1
πυρετώδης,-2,3,2,3,1,3,1
πυροβολισμός,-2,3,2,4,1,3,1
πυρπολώ,-2,3,2,2,1,1,3
πυρώνω,-2,2.5,3,2,1,1,3
πωρωμένος,-4,4,3,4,0,3,1
πωρώνω,-1,1.75,1.5,1.5,1.5,1,2.75
πόδι,1,4,2,1,1,1,3
πόλεμος,-3,4,3,4,1,4,1
πόνος,-4,1.25,1.75,2,1,2.5,2.25
πόρνη,-3,4,4,4,0,4,1
πύρινος,-1,1.333333333,1.666666667,1,1,1,2.666666667
πύρωση,-1,2,2.333333333,1.666666667,1.333333333,1,2.666666667
πώρωση,1,1.5,1,1.5,2.5,1,2.75
πώς,1,0,0,0,0,0,0
ράκος,-2,4,3,4,0,4,1
ράφι,-1,2,2,3,1,2,1
ρήξη,-4,3,3,3,1,3,1
ρίγος,-2,2,1,2,1,2,1
ραβασάκι,-1,1.333333333,2,1,1.333333333,1,2.333333333
ραγίζω,-3,1.333333333,1.333333333,1.666666667,1,3.666666667,2.333333333
ραγιάδικος,-3,2,3,1.666666667,1,1.333333333,2
ραγιάς,-4,2.25,2.75,1.5,1,1.25,1.75
ραγιαδισμός,-3,2,3,1.666666667,1,1.333333333,2
ραλίστας,-2,1,3,1,1,1,2
ραμολί,-4,2,3.25,1,1,1,2
ραμολιμέντο,-4,2,3.25,1,1,1,1.75
ραμόλης,-4,2,3.25,1,1,1,2
ραμόλι,-3,2.333333333,3.333333333,1,1,1,1.666666667
ρε,-3,3,2,1,0,2,0
ρεβεράντζα,-2,2,3,1,1,1.5,2
ρεμάλι,-3,5,5,4,0,4,1
ρεμπεσκές,-4,1.5,3.25,1,1,1,1.5
ρετάλι,-3,1.666666667,3.666666667,1,1,1,2.333333333
ρεταλάκι,-2,2,3,1,1,1,3
ρετσέτα,-3,1,2,1,1,1,2.333333333
ρευστοποιώ,-2,1,1,1,1,1,1
ρεύομαι,-3,4,5,3,0,3,1
ρημάδα,-4,2.75,2.25,1,1,1.5,2.5
ρημάδι,-4,2.75,2.25,1,1,1.5,2.5
ρημάζω,-2,2,2,3,0,1,1
ρητορεία,-1,2,2,1,1,1,4
ριγώ,-3,1.25,1.75,3.25,1,3.5,2.75
ριζικός,-2,1,1,1,1,1,1
ρομάντζα,2,1,1.25,1,2.5,1,2.25
ρομαντικός,4,1,1,1,3.25,1,2.5
ρομαντισμός,4,1,1,1,3.25,1,2
ρουβίτσα,-4,5,5,4,1,4,1
ρουσφέτι,-3,4,4,4,1,4,1
ρουφήχτρα,-2,3,3.5,2,1,1,3
ρουφιάνος,-4,3.5,4.25,2,1,1,2.5
ροχαλίζω,-2,3,2,2,1,2,1
ρυπογόνα,-2,3,3,3,1,3,1
ρυτίδα,-2,2,2,3,1,3,1
ρωμαίικος,1,1,1,1,3,1,3
ρωμιοσύνη,3,1,1,1,2.666666667,1,2.666666667
ρωμιός,2,1,1,1,3,1,3.5
ρόδινος,4,1,1,1,3.25,1,2.25
ρόμπα,-2,0,3,1,0,2,3
ρότα,1,1,1,1,3,1,3
σάβανο,-2,3,2,4,0,4,1
σάπιος,-3,4,5,4,0,3,1
σάρκα,-2,2.5,3,1,1,1,2.5
σάστισμα,-2,2,1,2,1,2,1
σέβομαι,4,1,1,1,2.5,1,2
σέξι,3,1,1,1,4,1,1
σέρνω,-1,4,3,3,1,4,1
σήμερα,1,0,0,0,0,0,0
σήψη,-2,3,4,4,0,4,1
σίγουρος,2,1,1,1,4,1,1
σαβούρα,-4,2.5,3.5,1,1,1,2.25
σαδισμός,-3,1.333333333,2.666666667,1.333333333,1,1,2.666666667
σαδιστής,-3,2,3,1.666666667,1,1,2.666666667
σαδιστικός,-3,2,3,1.666666667,1,1,2.666666667
σακάτισσα,-3,2,2.666666667,1.333333333,1,1.333333333,2.333333333
σακατεύω,-2,3,3,4,0,3,1
σακατιλίκι,-3,1.666666667,2.666666667,1.333333333,1,1.333333333,2.333333333
σαλιάρισμα,-4,1.5,3.5,1,1,1,2.25
σαλιαρίζω,-4,1.5,3.5,1,1,1,2.25
σαμε,-2,1,1,1,1,1,1
σαμιαμίδι,-3,2,3,1,1,1,2.666666667
σαμιαμίθι,-3,2,3,1,1,1,2.666666667
σαντέζα,-4,1.5,2.75,1,1,1,2
σανό,-4,4,4,4,0,4,1
σαπουνόπερα,-4,1.75,2.75,1,1,1,1.75
σαράβαλο,-4,1.75,2.5,1,1,1,2
σαρκάζομαι,-2,1,2,3,1,3,0
σαρκάζω,-2,1,2,3,1,3,0
σαρκίο,-2,3,3,1,1,1,2.5
σαρξ,-2,3,3,1,1,1,2.5
σαστίζω,-4,1,1.25,2.25,1,1.5,4.5
σαστισμένος,-4,1,1.25,2.25,1,1.5,4.5
σατανάς,-3,4,4,5,0,4,1
σαχλαμάρες,-2,3,2,3,0,3,1
σαϊνι,2,1,1.25,1,3,1,3.25
σβέρκος,-1,3,3,3,1,3,1
σβήνω,-2,2,1,3,1,3,1
σβίγκος,-2,1.5,3.5,1,1,1,2.5
σεβασμός,2,1,1,1,4,1,1
σεμνύνομαι,4,1,1,1,2.75,1,2.25
σεξ,-1,4,4,4,1,4,1
σεξιστικών,-3,3,2,3,1,3,1
σημειώνω,-1,1,1,1,1,1,1
σθένος,1,1,1,1,3,1,1
σιγουριά,2,1,1,1,3.5,1,2
σιγώ,-3,1,1,1.666666667,1,1.333333333,2
σιδηροπρίονο,-2,2,2,3,1,2,1
σιλικονάτος,-4,1.5,2.5,1,1,1,2
σινάφι,-4,2,3.25,1.5,1,1,1.75
σιροπιάζω,-2,1,3,1,1,1,1.5
σιτεμένος,-3,2,2.666666667,1,1,1,2
σιτεύω,-2,2,3,1,1,1,2.5
σιτηρέσιο,-2,1,1,1,1,1,1
σιχαίνομαι,-2,2.75,4.75,1,1,1,2
σιχαμάρα,-2,2.5,4.75,1,1,1,2
σιχασιά,-2,2.5,4.75,1,1,1,2
σιωπή,-2,1,1,1.5,1,1,2.5
σιωπώ,-3,1,1,1.666666667,1,1.333333333,2
σκάνδαλο,-4,4,4,4,0,4,2
σκάσε,-5,3.5,2.5,1,1,1,3
σκάω,-4,3.5,2.5,1,1,1,3
σκίζω,-2,2,1,3,1,3,1
σκίρτημα,4,1,1,1,3.75,1,3.25
σκαμπίλι,-2,3,2,4,0,3,1
σκανδαλίζω,-4,1,2,1,1,1,2.75
σκανδαλιά,-2,2,1,2,1,2,1
σκανδαλιστικός,-4,1,2,1,1,1,2.75
σκανδαλώδης,-2,3,2,3,1,3,1
σκαπουλάρω,-1,3,2,2,0,3,1
σκασίλα,-4,3,3,2,0,2,1
σκασμός,-4,3.5,2.5,1,1,1,3
σκατά,-4,3.5,4.5,1.25,1,1.5,3.25
σκατάκια,-3,3,4.333333333,1,1,1,3
σκατένιος,-4,4.25,4.75,1,1,1,2.5
σκατής,-4,3,4.5,1,1,1,2.75
σκατίλα,-4,3.25,4.75,1,1,1.25,3
σκατοδουλειά,-4,3.5,3.75,1,1,1.25,2.5
σκατουλάκι,-2,3,4.666666667,1,1.333333333,1,3
σκατουλίτσα,-2,3,4.333333333,1,1.333333333,1,3
σκατοψυχία,-4,4,4,1,0,3,3
σκατοψυχιά,-4,4,4,1,0,3,3
σκατούλα,-3,4,4.666666667,1,1,1,3
σκατούλι,-2,3,4.333333333,1,1.333333333,1,3
σκατόγερος,-4,4,4.25,1,1,1,2.5
σκατόγρια,-4,4,4.25,1,1,1,2.5
σκατόλογα,-3,4.333333333,4,1,1,1,3
σκατώνω,-3,3.666666667,4.666666667,1,1,1.666666667,3.666666667
σκελετός,-2,1.5,3.5,2,1,1,4
σκεπτικιστής,-2,2,2,4,1,3,1
σκεπτόμενος,2,1,1,1,4,1,1
σκιερός,-2,1,1,1,1,1,1
σκιρτώ,4,1,1,1,3.75,1,3.25
σκλάβος,-4,2,2.5,2,1,1.5,1.75
σκλαβιά,-4,2,2.5,2,1,1.5,2
σκλαβώνω,1,2,2.5,2,2.5,1.25,2.25
σκληρός,-2,3,2,3,1,3,1
σκοτάδι,-1,2,2,5,1,4,1
σκοτίζω,-4,1.75,1.75,1,1,1.5,2.25
σκοτεινιάζω,-1,2,2,5,1,4,1
σκοτεινός,-1,2,2,5,1,4,1
σκοτώνω,-4,3,2,4,0,4,1
σκουπίδι,-3,5,5,5,0,4,1
σκουριάζω,-3,1.666666667,2.666666667,1,1,1,2.333333333
σκουριασμένος,-2,2,2,3,1,3,1
σκυθρωπός,-2,2,2,3,0,5,1
σκυλάραπας,-4,3.25,4.5,1.75,1,1,2.25
σκυλί,1,2.5,1.5,1,2,1,2.5
σκυλιάζω,-2,5,5,5,0,4,1
σκυλο-,-3,3.666666667,3.333333333,1.666666667,1,1,2.666666667
σκυλοβρίζω,-3,5,5,4,0,4,1
σκυλολόι,-4,2.75,3.5,1.5,1,1,2.25
σκυλομούρης,-4,2.75,3.25,1.5,1,1,2.25
σκόπιμο,-2,2,1,2,1,2,1
σκύλα,-2,5,5,4,0,4,1
σκύλλα,-3,5,5,4,0,3,1
σμπαραλιάζω,-4,1.5,1.75,1,1,2.5,2
σνομπ,-3,3,2,2,1,3,1
σοβαρός,-1,1,1,1,1,1,1
σοβαρότητα,-2,1,1,1,1,1,1
σοκ,-3,3,3,3,1,3,1
σοκάρω,-4,1,2,1.5,1,1.5,3.75
σουαρέ,-2,1,2,1,1,1,2
σουβλιά,-3,1.333333333,2.333333333,1.666666667,1,1.666666667,3.333333333
σουλιμάς,-3,1.666666667,2.333333333,1,1,1,1.666666667
σουρεάλ,-2,1,1.666666667,1,1,1,3
σουρεαλιστικός,-2,1,1.666666667,1,1,1,2.666666667
σουτ,-2,2.333333333,1.333333333,1,1,1,3.333333333
σουτάρω,-3,2.333333333,1.333333333,1,1,1,2.666666667
σουφραζέτα,-4,1.5,2.5,1,1,1,2
σοφία,2,1,1,1,3.5,1,4
σοφολογιότατος,2,1,1,1,2.666666667,1,3
σοφός,1,1,1,1,4,1,1
σούπερ,3,1,1,1,5,1,1
σούργελο,-4,3,4,1,0,2,1
σπάσιμο,-2,3,2,3,1,3,1
σπάω,-2,3,2,3,1,2,1
σπέρμα,-1,1,1,1,2,1,1
σπήλαιο,-2,1,1,1,1,1,1
σπίτι,2,1,1,1,5,1,3
σπαράζει,-2,4,3,4,0,5,1
σπαράζω,-4,1.75,2,1,1,4,2.75
σπαραξικάρδιος,-4,1,1.75,1,1,4.25,2.25
σπαραχτικός,-4,1,1.75,1,1,4.25,2.75
σπαρταρώ,-2,3,3,4,1,3,1
σπασίκλας,-3,2,1,2,1,2,1
σπαστικός,-2,3,3,3,1,3,1
σπαταλούν,-2,3,3,3,1,3,1
σπιτικός,-2,1,1,1,1,1,1
σπιτώνω,-3,2.333333333,1.666666667,1,1,1,2.666666667
σπλάχνο,3,1,1,1,3.666666667,1,3
σπλαχνικός,4,1,1,1,2.25,1.75,2.25
σπουδή,-2,1,1,1,1,1,1
σπουδαίος,3,1,1,1,3.333333333,1,3.333333333
σπουδαιολογία,-3,1,2.333333333,1,1,1,1.666666667
σπουδαιολόγημα,-3,1,2.333333333,1,1,1,1.666666667
σπρώχνω,-2,2,1,2,1,2,1
στάση,-2,1,1,1,1,1,1
στάσιμος,-2,2,1,2,1,2,1
στέγνα,-2,1,2.5,1,1,1,2
στέκα,-3,2,2.666666667,1,1,1,2.333333333
στέκι,-2,1,1,1,1,1,1
στέκομαι,-1,1,1,1,1,1,1
στέκω,-1,1,1,1,1,1,1
στέρηση,-3,1,1.666666667,1,1,2.333333333,1.333333333
στήριξη,2,1,1,1,5,1,1
στήριξης,2,1,1,1,4,1,1
στίγμα,-2,3,3,3,1,3,1
στίφη,-2,3,2.5,1.5,1,1,1.5
στα τέσσερα,-2,3,3,3,0,1,1
σταθερότητα,2,1,1,1,4,1,1
σταλάζω,1,1,1.666666667,1,1.666666667,1.333333333,1.333333333
σταμάτα,-1,2,2,3,2,1,1
σταρχίδια,-4,5,5,4,0,4,1
στασιμότητα,-2,2,1,2,1,2,1
στατικός,-2,2,1,2,1,2,1
σταυρός,-2,1,1,1,1,1,1
σταχτοπούτα,-3,2,2.333333333,1,1,1.333333333,3
στεγνός,-2,1.5,2.5,1,1,1,2
στεγνώνω,-2,1,2.5,1,1,1,1.5
στενάχωρος,-2,1,1.25,1,1,2.75,1.75
στεναχωριέμαι,-3,3,3,4,0,5,1
στενοχωρημένος,-2,1,1.25,1,1,3.25,1.75
στενοχωρώ,-3,2,1,3,0,5,1
στενοχώρια,-2,1,1.25,1,1,3.25,1.75
στενόχωρος,-2,1,1.25,1,1,3.25,1.75
στερεοσκοπία,1,0,0,0,0,0,0
στερεοφωνία,1,0,0,0,0,0,0
στερεότυπος,-2,1,2,1,1,1,1.5
στερημένος,-2,2,2,3,1,4,1
στεριά,1,1,1,2,4,1,3
στεριώνω,1,3,0,0,2,1,0
στερούμαι,-2,2,2,3,1,4,1
στερώ,-3,1,1.333333333,1,1,2.333333333,1.333333333
στημένος,-2,4,4,3,1,3,1
στημόνι,-2,1,1,1,1,1,1
στηρίζω,2,1,1,1,5,1,1
στιλάκι,1,1.666666667,2.333333333,1,1.666666667,1,2.666666667
στιλιζάρισμα,-3,1,2.333333333,1,1,1,2.333333333
στιλιζάρω,-3,1,2.333333333,1,1,1,2.333333333
στολίδι,4,1,1,1,2.75,1,2.25
στομάχι,-2,1,3.5,1.5,1,1.5,1.5
στοματικός,1,0,0,0,0,0,0
στοργή,3,1,1,1,4,1,1
στοργικά,3,1,1,1,5,1,1
στοργικός,4,1,1,1,3.75,1,2
στουμπώνω,-3,1.666666667,2.666666667,1,1,1,2
στουπί,-2,2,3.333333333,1.333333333,1.666666667,1,2.333333333
στουρνάρι,-4,2.75,2.75,1,1,1,2.25
στοχαστικός,2,1,1,1,3,1,1
στοχοποιώ,-4,4,3,3,0,2,1
στούμπος,-3,2,2.666666667,1,1,1,2
στούρνος,-4,2.75,2.75,1,1,1,2.25
στρίγγλα,-2,4,3,4,1,3,1
στραβάδι,-4,2.5,2.5,1,1,1,2.25
στραβοκάνης,-4,2.25,2.5,1,1,1,2
στραβοκατινιάζω,-3,2.333333333,2.666666667,1,1,1,2.333333333
στραβούλιακας,-4,3,2.5,1,1,1,2.25
στραβωμάρα,-4,2.5,2.5,1,1,1,2.5
στραβός,-3,3,3,1,1,1,2
στραβώνω,-3,3,3,1,1,1,2
στραγγίζω,-1,4,4,4,0,3,1
στραγγαλίζω,-3,4,2.333333333,1,1,1,2.666666667
στρατηγικός,2,1,1,1,2,1,1
στρατιωτάκι,-3,2.333333333,2.666666667,1,1,1,2
στρατιωτίνα,-2,2,2.5,1,1,1,2.5
στρατιώτης,-2,2,2,1,1,1,2.5
στρατολογία,-2,1,2,1,1,1,2
στρατός,-2,3,2,1.5,1,1,2.5
στρεβλός,-3,1.666666667,2.333333333,1,1,1,1.666666667
στρεβλώνουν,-2,2,1,2,1,2,1
στρες,-2,2,2,3,1,4,1
στριγκλιά,-2,4,4,4,0,4,1
στρογγυλοκάθομαι,-2,2.333333333,2.666666667,1,1,1,2.333333333
στυγερό,-5,3,3,4,0,4,1
στυγνός,-4,1.75,2.5,2,1,1.25,2
στυφός,-4,1.5,2.5,1,1,1.75,1.75
στόμωμα,-2,1.5,2.5,1,1,1,1.5
συγγενής,2,1,1,1,3.5,1,3.5
συγγνώμη,-2,1,1,1,4,1,1
συγκέντρωση,-1,1,1,1,2,1,1
συγκίνηση,2,1,1,1,3.75,2.5,2.75
συγκεκαλυμμένος,-2,2,2,2,1,2,1
συγκεχυμένος,-3,1,1.333333333,1.333333333,1,1,2
συγκινώ,2,1,1,1,3.75,2.5,2.75
συγκρούομαι,-2,4,2,4,1,4,1
συγνώμη,-2,1,1,1,4,1,1
συγχαρητήρια,4,1,1,1,5,1,1
συγχωρούμαι,2,1,1,1,4,1,1
συγχωρώ,3,1,1,1,3,1,3
συγχύζομαι,-2,4,3,3,1,3,1
συζητήσιμος,-2,1,1,1,2,1,1
συκοφάντης,-2,3,3,4,1,4,1
συκοφαντία,-2,3,3,4,1,4,1
συλλυπούμαι,-4,1,1.25,1,1,3.5,2
συμβία,-2,2.5,2,1,1,1,2
συμβαίνω,1,0,0,0,0,0,0
συμβολισμός,2,1,1,1,3,1,2
συμμερίζομαι,3,1,1,1,2.666666667,1,2
συμμετέχει,1,1,1,1,3,1,1
συμμετέχουν,1,1,1,1,3,1,1
συμμετέχω,2,1,1,1,3.5,1,3
συμμετοχή,2,1,1,1,3.5,1,3
συμμορία,-4,4,4,4,0,4,1
συμμορίτης,-3,2.5,2.5,1.5,1,1,2.5
συμμορίτισσα,-3,2.5,2.5,1.5,1,1,2.5
συμμοριτοπόλεμος,-3,2.5,2.5,1.5,1,1,2.5
συμπάθεια,3,1,1,1,4,1,1
συμπάσχω,1,1,1,1,2.25,2.25,2.25
συμπαθής,4,1,1,1,3.5,1,2.25
συμπαθητικός,4,1,1,1,3.5,1,2.25
συμπαθώ,4,1,1,1,3.5,1,2.25
συμπαιγνία,-2,4,4,4,0,4,1
συμπαράσταση,2,1,1,1,5,1,1
συμπατριώτης,1,1,1,1,4,1,1
συμπιέζω,-4,3,2,4,1,4,1
συμπλοκή,-2,3,2,4,1,3,1
συμπονώ,1,1,1,1,2,2,2
συμπόνια,2,1,1,1,4,1,1
συμφορά,-2,3,2,4,0,4,1
συμφυής,1,1,1.5,1,2.5,1,2
συμφωνία,2,1,1,1,5,1,1
συμφωνώ,2,1,1,1,5,1,1
συμφόρηση,-2,2,1,3,1,3,1
συνάνθρωπος,2,1,1,1,4,1,1
συναίνεση,2,1,1,1,4,1,1
συναίσθημα,2,1.666666667,1.666666667,1.666666667,3.666666667,1.666666667,3
συναίσθηση,2,1.666666667,1.666666667,1.666666667,3.333333333,1.666666667,3
συναίτερος,1,1.5,1.5,1,2,1,2
συναγερμού,-3,3,2,4,1,3,1
συναγωνίζομαι,2,1,1,1,4,1,3.5
συναισθάνομαι,2,1.666666667,1.666666667,1.666666667,3.666666667,1.666666667,3
συναισθηματικός,3,1.5,1.5,1.5,3,1.5,2.5
συναισθηματικότητα,2,1.5,1.5,1.5,3,1.5,2.5
συναισθηματισμός,2,1.5,1.5,1.5,3,1.5,2.5
συναισθησία,2,1.666666667,1.666666667,1.666666667,3.333333333,1.666666667,3
συνδέω,2,1,1,1,3,1,2
συνδεδεμένος,2,1,1,1,3,1,2.5
συνείδηση,2,1,1,1,4,1,1
συνειδητοποιώ,1,1,1,1,4,1,1
συνειδητός,-1,1,1,1,1,1,1
συνειρμός,-2,1,1,1,1,1,2.5
συνενοχή,-2,3,2,4,1,4,1
συνεπαίρνω,4,1,1,1,4,1,3
συνεργάζομαι,3,1,1,1,4,1,1
συνεργασία,3,1,1,1,4,1,1
συνεσταλμένος,-2,1,1,1,1,1,1
συνεταίρος,1,1,1.5,1,2.5,1,2.5
συνεταιράκι,3,1,1,1,2.666666667,1,2
συνετός,3,1,1,1,2.333333333,1,2
συνθηκολογώ,-2,2,1,3,1,4,1
συνθλίβομαι,-2,4,3,3,1,4,1
συνοδεία,1,1,2,1,2,1,3
συνοδοιπόρος,2,1,1,1,3.5,1,2
συνοικέσιο,-2,1,2.5,1,1,1,3
συνομοταξία,-2,1.5,3,1,1,1,2.5
συνοπτικός,-2,1,1,1,2,1,1
συνοφρυώνομαι,-2,2,2,4,1,4,1
συνταγή,-2,1,2,1,1,1,2
συνταγματικότητα,1,1,1,1,3,1,1
συνταξιοδοτούνται,-2,1,1,1,1,1,1
συνταξιούχος,-2,1,2,1,1,1,1.5
συνταρακτικός,-2,3,1,4,1,3,1
συντετριμμένος,-4,1,1.333333333,1.333333333,1,2.333333333,3
συντεχνία,-2,2,3,1,1,1,2
συντεχνιακός,-2,2,3,1,1,1,2
συντηρητικός,-2,1,3,1,1,1,2.5
συντρίβω,-3,3,2,4,1,4,1
